MSZoning,LotAreaInThousand,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSFInHundred,1stFlrSF,2ndFlrSFInHundred,2ndFlrSF,Functional,GarageType,GarageAreaInHundreds,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice,SalesPriceInThousand
RL,13.891,13891,Reg,AllPub,1Fam,1Story,10,5,2006,GasA,Y,SBrkr,20.76,2076,0,0,Typ,Attchd,8.5,850,Y,2006,New,Partial,465000,465
RL,11.435,11435,IR1,AllPub,1Fam,2Story,8,7,1929,GasA,Y,SBrkr,7.92,792,7.25,725,Typ,Detchd,4,400,Y,2006,WD,Normal,230000,230
RL,12.09,12090,Reg,AllPub,1Fam,SLvl,6,7,1984,GasA,Y,SBrkr,11.4,1140,7.28,728,Typ,BuiltIn,4.77,477,Y,2007,WD,Abnorml,178000,178
FV,8.125,8125,Reg,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,7.56,756,7.97,797,Typ,Attchd,6.15,615,Y,2006,New,Partial,186500,186.5
RL,12.328,12328,IR1,AllPub,1Fam,SLvl,6,5,1976,GasA,Y,SBrkr,10.34,1034,0,0,Typ,Attchd,8.88,888,Y,2010,WD,Normal,169900,169.9
RM,9.6,9600,Reg,AllPub,1Fam,2.5Unf,6,5,1917,OthW,N,SBrkr,11.34,1134,9.24,924,Typ,Detchd,3.96,396,P,2008,WD,Normal,129500,129.5
RL,7.2,7200,Reg,AllPub,1Fam,1Story,5,7,1950,GasA,Y,SBrkr,9.88,988,0,0,Typ,Attchd,2.76,276,Y,2007,WD,Normal,119000,119
RL,11.16,11160,Reg,AllPub,1Fam,1Story,7,5,1968,GasA,Y,SBrkr,21.1,2110,0,0,Typ,Attchd,5.22,522,Y,2010,WD,Normal,244000,244
RL,3.136,3136,IR1,AllPub,TwnhsE,1Story,7,5,2003,GasA,Y,SBrkr,14.05,1405,0,0,Typ,Attchd,4.78,478,Y,2006,WD,Normal,171750,171.75
RL,9.858,9858,Reg,AllPub,1Fam,1Story,5,6,1968,GasA,Y,SBrkr,8.74,874,0,0,Typ,Attchd,2.88,288,Y,2009,WD,Normal,130000,130
RL,17.542,17542,IR1,AllPub,1Fam,2Story,7,7,1974,GasA,Y,SBrkr,15.16,1516,6.51,651,Typ,Attchd,5.18,518,Y,2007,WD,Normal,294000,294
RL,6.931,6931,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,7.6,760,8.96,896,Typ,BuiltIn,3.97,397,Y,2008,WD,Normal,165400,165.4
RM,6.24,6240,Reg,AllPub,1Fam,1.5Fin,6,6,1931,GasA,Y,FuseA,9.59,959,4.08,408,Typ,Detchd,5.6,560,Y,2007,WD,Normal,127500,127.5
RL,14.303,14303,IR1,AllPub,1Fam,1Story,8,5,1994,GasA,Y,SBrkr,19.87,1987,0,0,Typ,Attchd,6.91,691,Y,2008,WD,Normal,301500,301.5
RL,4.06,4060,Reg,AllPub,1Fam,1Story,5,8,1922,GasA,Y,SBrkr,8.64,864,0,0,Typ,NA,0,0,Y,2009,WD,Normal,99900,99.9
RL,9.587,9587,IR1,AllPub,1Fam,SLvl,7,5,2005,GasA,Y,SBrkr,11.66,1166,0,0,Typ,Attchd,4,400,Y,2008,WD,Normal,190000,190
RL,9.75,9750,Reg,AllPub,1Fam,1Story,6,8,1969,GasA,Y,SBrkr,10.54,1054,0,0,Typ,Attchd,4.6,460,Y,2008,WD,Normal,151000,151
RL,24.682,24682,IR3,AllPub,1Fam,2Story,6,5,1999,GasA,Y,SBrkr,8.92,892,7.83,783,Typ,BuiltIn,5.02,502,Y,2009,WD,Normal,181000,181
RL,9.6,9600,Reg,AllPub,1Fam,1Story,5,6,1956,GasA,Y,SBrkr,10.5,1050,0,0,Typ,Attchd,3.38,338,Y,2009,WD,Normal,128900,128.9
RL,11.25,11250,Reg,AllPub,1Fam,1.5Fin,4,5,1957,GasA,Y,FuseA,11.04,1104,6.84,684,Min2,Attchd,3.04,304,Y,2009,WD,Normal,161500,161.5
RL,13.515,13515,Reg,AllPub,1Fam,2Story,6,6,1919,GasA,Y,FuseA,10.6,1060,7.64,764,Typ,Detchd,5.2,520,N,2007,WD,Normal,180500,180.5
RH,4.06,4060,Reg,AllPub,TwnhsE,1Story,6,5,1998,GasA,Y,SBrkr,13.37,1337,0,0,Typ,Attchd,5.11,511,Y,2008,COD,Abnorml,181000,181
FV,3.735,3735,Reg,AllPub,TwnhsE,2Story,7,5,1999,GasA,Y,SBrkr,7.13,713,7.39,739,Typ,Detchd,5.06,506,Y,2006,WD,Normal,183900,183.9
RM,10.12,10120,IR1,AllPub,2fmCon,2.5Unf,7,4,1910,GasA,N,FuseF,9.64,964,9.25,925,Typ,Detchd,3.08,308,N,2007,WD,Normal,122000,122
RL,13.214,13214,IR1,AllPub,1Fam,1Story,9,5,2008,GasA,Y,SBrkr,20.18,2018,0,0,Typ,Attchd,7.46,746,Y,2010,WD,Normal,378500,378.5
RL,14.1,14100,IR1,AllPub,1Fam,1.5Fin,8,9,1935,GasA,Y,SBrkr,19.68,1968,14.79,1479,Typ,BuiltIn,10.14,1014,Y,2008,WD,Normal,381000,381
RL,11.344,11344,Reg,AllPub,1Fam,1.5Fin,5,5,1958,GasW,Y,FuseA,8.74,874,6.5,650,Typ,Attchd,3.15,315,Y,2007,WD,Normal,144000,144
RL,23.595,23595,Reg,AllPub,1Fam,1Story,7,6,1979,GasA,Y,SBrkr,13.32,1332,1.92,192,Typ,Attchd,5.86,586,Y,2010,WD,Normal,260000,260
RL,9.156,9156,IR1,AllPub,1Fam,1Story,6,7,1968,GasA,Y,SBrkr,14.89,1489,0,0,Typ,Attchd,4.62,462,Y,2009,WD,Normal,185750,185.75
RL,13.526,13526,IR1,AllPub,1Fam,1Story,5,6,1965,GasA,Y,SBrkr,9.35,935,0,0,Typ,Attchd,2.88,288,Y,2006,WD,Normal,137000,137
RL,11.512,11512,IR1,AllPub,1Fam,SLvl,6,7,1959,GasA,Y,SBrkr,13.57,1357,0,0,Typ,Basment,3.12,312,Y,2008,WD,Normal,177000,177
RL,5.362,5362,Reg,AllPub,1Fam,1.5Fin,5,6,1910,GasA,Y,SBrkr,6.61,661,5.89,589,Typ,Detchd,5.52,552,Y,2007,WD,Normal,139000,139
RL,11.345,11345,Reg,AllPub,Duplex,2Story,5,5,1948,GasA,Y,FuseA,9.28,928,9.92,992,Typ,Detchd,4,400,Y,2007,WD,Normal,137000,137
RL,12.936,12936,IR1,AllPub,1Fam,2Story,6,6,1972,GasA,Y,SBrkr,7.35,735,6.6,660,Typ,Attchd,4.97,497,Y,2009,WD,Normal,162000,162
RL,17.871,17871,IR1,AllPub,1Fam,SLvl,6,5,1967,GasA,Y,SBrkr,17.24,1724,0,0,Typ,Attchd,4.8,480,Y,2009,WD,Normal,197900,197.9
RL,9.473,9473,Reg,AllPub,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,11.28,1128,9.03,903,Typ,Attchd,5.77,577,Y,2008,WD,Normal,237000,237
C (all),7.5,7500,Reg,AllPub,1Fam,1.5Fin,4,4,1920,GasA,Y,FuseA,6.98,698,4.3,430,Typ,Detchd,5.28,528,Y,2010,COD,Abnorml,68400,68.4
RL,9.808,9808,IR1,AllPub,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,15.73,1573,0,0,Typ,Attchd,5.44,544,Y,2009,WD,Normal,227000,227
RL,8.049,8049,IR1,AllPub,1Fam,1Story,7,5,1990,GasA,Y,SBrkr,13.39,1339,0,0,Typ,Attchd,4.84,484,Y,2006,WD,Normal,180000,180
RL,8.8,8800,IR1,AllPub,1Fam,1Story,5,7,1977,GasA,Y,SBrkr,10.4,1040,0,0,Typ,Detchd,4.84,484,Y,2009,WD,Normal,150500,150.5
RL,9.4,9400,Reg,AllPub,Duplex,2Story,6,5,1971,GasA,Y,SBrkr,9.12,912,9.12,912,Typ,NA,0,0,Y,2010,WD,Normal,139000,139
RL,9.638,9638,Reg,AllPub,1Fam,1.5Fin,6,7,1919,GasA,Y,SBrkr,16.99,1699,7.48,748,Min2,Detchd,3.36,336,Y,2010,WD,Normal,169000,169
RM,6,6000,Reg,AllPub,1Fam,1.5Fin,6,6,1939,GasA,Y,FuseF,8.25,825,5.87,587,Typ,Detchd,2.8,280,Y,2009,WD,Normal,132500,132.5
RL,9.79,9790,Reg,AllPub,1Fam,1Story,6,5,1963,GasA,Y,SBrkr,13.28,1328,0,0,Typ,Attchd,5.28,528,Y,2010,WD,Normal,143000,143
RL,36.5,36500,IR1,AllPub,1Fam,1Story,5,5,1964,GasA,Y,SBrkr,15.82,1582,0,0,Typ,Attchd,3.9,390,N,2006,WD,Normal,190000,190
RL,5.664,5664,IR1,AllPub,TwnhsE,1Story,8,5,2000,GasA,Y,SBrkr,16.59,1659,0,0,Typ,Attchd,4.99,499,Y,2009,WD,Normal,278000,278
RL,11.065,11065,IR1,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,11.2,1120,8.5,850,Typ,BuiltIn,7.53,753,Y,2006,New,Partial,281000,281
RL,14.112,14112,IR1,AllPub,1Fam,SLvl,5,7,1964,GasA,Y,SBrkr,11.52,1152,0,0,Typ,Attchd,4.84,484,Y,2010,WD,Normal,180500,180.5
RM,1.68,1680,Reg,AllPub,Twnhs,2Story,5,7,1972,GasA,Y,SBrkr,6.3,630,6.72,672,Typ,Detchd,2.64,264,Y,2009,WD,Normal,119500,119.5
RM,6.6,6600,Reg,AllPub,1Fam,2Story,5,4,1892,GasA,N,SBrkr,13.78,1378,9.94,994,Min2,Attchd,4.32,432,Y,2009,WD,Normal,107500,107.5
RL,10.14,10140,Reg,AllPub,1Fam,2Story,7,5,1976,GasA,Y,SBrkr,8.32,832,8.32,832,Typ,Attchd,5.28,528,Y,2006,WD,Normal,162900,162.9
RL,8.172,8172,Reg,AllPub,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,5.72,572,N,2006,WD,Normal,115000,115
RL,8.4,8400,Reg,AllPub,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,10.52,1052,0,0,Typ,Attchd,2.88,288,Y,2006,WD,Normal,138500,138.5
RL,8.7,8700,Reg,AllPub,1Fam,1Story,5,6,1963,GasA,Y,SBrkr,11.28,1128,0,0,Typ,Attchd,5.25,525,Y,2008,WD,Normal,155000,155
RM,3.675,3675,Reg,AllPub,TwnhsE,SFoyer,6,5,2005,GasA,Y,SBrkr,10.72,1072,0,0,Typ,Basment,5.25,525,Y,2006,New,Partial,140000,140
RL,63.887,63887,IR3,AllPub,1Fam,2Story,10,5,2008,GasA,Y,SBrkr,46.92,4692,9.5,950,Typ,Attchd,14.18,1418,Y,2008,New,Partial,160000,160
RL,7.5,7500,Reg,AllPub,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,12.46,1246,0,0,Typ,Attchd,3.05,305,Y,2010,WD,Normal,154000,154
RL,10.762,10762,IR1,AllPub,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,10.05,1005,9.78,978,Typ,Attchd,4.9,490,Y,2009,WD,Normal,225000,225
RL,7.5,7500,IR1,AllPub,1Fam,2Story,6,7,1942,GasA,Y,SBrkr,7.53,753,7.41,741,Typ,Attchd,2.13,213,P,2009,WD,Normal,177500,177.5
RL,10.12,10120,Reg,AllPub,1Fam,2Story,8,5,1994,GasA,Y,SBrkr,12.03,1203,13.23,1323,Typ,Attchd,8.44,844,Y,2006,WD,Normal,290000,290
RL,8.688,8688,Reg,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,16.16,1616,0,0,Typ,Attchd,8.34,834,Y,2006,WD,Normal,232000,232
RM,3.363,3363,Reg,AllPub,TwnhsE,2Story,7,5,2004,GasA,Y,SBrkr,9.76,976,7.32,732,Maj1,Detchd,3.8,380,Y,2006,WD,Normal,130000,130
RL,13.173,13173,IR1,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,16.52,1652,0,0,Typ,Attchd,8.4,840,Y,2009,WD,Normal,325000,325
RL,6.955,6955,IR1,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,13.68,1368,0,0,Typ,Attchd,4.74,474,Y,2006,New,Partial,202500,202.5
RL,8.072,8072,Reg,AllPub,1Fam,1Story,5,5,1994,GasA,Y,SBrkr,9.9,990,0,0,Typ,Detchd,4.8,480,Y,2009,WD,Normal,138000,138
RM,12,12000,Reg,AllPub,1Fam,1Story,5,7,1948,GasA,Y,SBrkr,11.22,1122,0,0,Typ,Attchd,5.28,528,Y,2008,WD,Normal,147000,147
RL,7.153,7153,Reg,AllPub,1Fam,1Story,6,5,1991,GasA,Y,SBrkr,12.94,1294,0,0,Typ,Attchd,4.96,496,Y,2008,WD,Normal,179200,179.2
RL,17.5,17500,Reg,AllPub,1Fam,1Story,7,8,1959,GasA,Y,SBrkr,19.02,1902,0,0,Typ,Attchd,5.67,567,Y,2010,WD,Normal,335000,335
RL,8.814,8814,Reg,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,12.74,1274,0,0,Typ,Attchd,5.08,508,Y,2007,New,Partial,203000,203
RL,9.572,9572,IR1,AllPub,1Fam,2Story,8,5,1990,GasA,Y,SBrkr,14.53,1453,13.57,1357,Typ,Attchd,7.5,750,Y,2007,WD,Normal,302000,302
RL,14.774,14774,IR1,AllPub,1Fam,2Story,9,5,1999,GasA,Y,SBrkr,14.22,1422,11.77,1177,Typ,BuiltIn,7.79,779,Y,2010,WD,Normal,333168,333.168
RL,8.19,8190,Reg,AllPub,1Fam,1Story,4,6,1954,GasA,Y,SBrkr,9.48,948,0,0,Typ,Detchd,2.8,280,Y,2007,WD,Normal,119000,119
RL,11.075,11075,Reg,AllPub,1Fam,2Story,6,5,1969,GasA,Y,SBrkr,10.92,1092,10.2,1020,Typ,Attchd,5.76,576,Y,2008,WD,Normal,206900,206.9
RL,10.226,10226,IR1,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,16.3,1630,0,0,Typ,Attchd,8.6,860,Y,2009,WD,Normal,295493,295.493
FV,4.23,4230,Reg,AllPub,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,13.52,1352,0,0,Typ,Attchd,4.66,466,Y,2007,New,Partial,208900,208.9
RL,14.781,14781,IR2,AllPub,1Fam,1Story,8,5,2001,GasA,Y,SBrkr,17.87,1787,0,0,Typ,Attchd,7.48,748,Y,2006,WD,Normal,275000,275
RL,10.215,10215,Reg,AllPub,1Fam,1Story,4,5,1954,GasA,Y,SBrkr,9.48,948,0,0,Typ,Attchd,2.48,248,Y,2007,WD,Normal,111000,111
RL,8.4,8400,Reg,AllPub,1Fam,1Story,6,3,1957,GasA,Y,SBrkr,14.78,1478,0,0,Typ,Attchd,4.42,442,Y,2009,WD,Normal,156500,156.5
RL,6.627,6627,IR1,AllPub,1Fam,1Story,3,6,1949,Floor,N,SBrkr,7.2,720,0,0,Typ,Detchd,2.87,287,Y,2008,WD,Normal,72500,72.5
RL,10.186,10186,IR1,AllPub,1Fam,2Story,7,5,1992,GasA,Y,SBrkr,10.61,1061,8.62,862,Typ,Attchd,5.64,564,Y,2010,WD,Normal,190000,190
RL,5.33,5330,Reg,AllPub,1Fam,1Story,4,7,1940,GasA,Y,SBrkr,7.08,708,0,0,Typ,NA,0,0,Y,2009,WD,Normal,82500,82.5
RL,9.986,9986,Reg,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,17.95,1795,0,0,Typ,Attchd,8.95,895,Y,2007,New,Partial,147000,147
RM,3.636,3636,Reg,AllPub,1Fam,1Story,4,4,1922,GasA,N,SBrkr,7.96,796,0,0,Typ,NA,0,0,N,2008,WD,Normal,55000,55
RH,4.27,4270,Reg,AllPub,1Fam,1Story,3,6,1931,GasA,Y,SBrkr,7.74,774,0,0,Typ,NA,0,0,Y,2007,WD,Normal,79000,79
RL,6.6,6600,Reg,AllPub,1Fam,1Story,5,9,1982,GasA,Y,SBrkr,8.16,816,0,0,Typ,Attchd,2.64,264,Y,2008,WD,Normal,130500,130.5
RM,10.44,10440,Reg,AllPub,1Fam,1.5Fin,6,7,1920,GasW,Y,SBrkr,15.84,1584,12.08,1208,Mod,Detchd,5.2,520,Y,2008,WD,Normal,256000,256
RL,9.084,9084,IR1,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,9.55,955,6.77,677,Typ,Attchd,4.62,462,Y,2006,WD,Normal,176500,176.5
RL,10,10000,Reg,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,15.88,1588,0,0,Typ,Attchd,8.25,825,Y,2007,WD,Normal,227000,227
RL,10.78,10780,IR1,AllPub,1Fam,SLvl,5,5,1976,GasA,Y,SBrkr,9.54,954,0,0,Typ,Detchd,5.76,576,Y,2006,WD,Normal,132500,132.5
RL,8.877,8877,Reg,AllPub,1Fam,1Story,4,6,1938,GasA,Y,SBrkr,8.16,816,0,0,Typ,Detchd,2.88,288,Y,2009,WD,Normal,100000,100
RM,7.2,7200,Reg,AllPub,1Fam,1.5Fin,5,6,1938,GasA,Y,SBrkr,8.03,803,5.57,557,Typ,Detchd,2.97,297,Y,2006,WD,Normal,125500,125.5
RM,2.368,2368,Reg,AllPub,TwnhsE,2Story,5,6,1970,GasA,Y,SBrkr,7.65,765,6,600,Min1,Attchd,4.4,440,Y,2009,WD,Normal,125000,125
RL,9.65,9650,Reg,AllPub,1Fam,1Story,6,5,1977,GasA,Y,SBrkr,13.34,1334,0,0,Typ,Attchd,6.3,630,Y,2009,WD,Normal,167900,167.9
RL,9.246,9246,IR1,AllPub,Duplex,1Story,5,5,1973,GasA,Y,SBrkr,16.56,1656,0,0,Typ,Detchd,5.06,506,Y,2008,WD,Normal,135000,135
RM,4.118,4118,IR1,AllPub,1Fam,1Story,4,4,1941,Grav,N,FuseA,6.93,693,0,0,Typ,NA,0,0,N,2006,WD,Normal,52500,52.5
RL,13.45,13450,IR1,AllPub,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,9.2,920,9.41,941,Typ,BuiltIn,4.92,492,Y,2006,WD,Normal,200000,200
RL,9.56,9560,IR1,AllPub,1Fam,1Story,5,7,1972,GasA,Y,SBrkr,8.64,864,0,0,Typ,Attchd,2.88,288,Y,2006,WD,Normal,128500,128.5
RL,8.294,8294,Reg,AllPub,1Fam,1Story,4,5,1971,GasA,Y,SBrkr,8.72,872,0,0,Typ,Detchd,4.8,480,Y,2007,WD,Normal,123000,123
RL,13.695,13695,Reg,AllPub,1Fam,1Story,6,5,2003,GasA,Y,SBrkr,11.14,1114,0,0,Typ,Detchd,5.76,576,Y,2008,WD,Normal,155000,155
RL,9.375,9375,Reg,AllPub,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,12.84,1284,8.85,885,Typ,Attchd,6.47,647,Y,2007,WD,Normal,228500,228.5
RL,7.558,7558,Reg,AllPub,1Fam,1.5Fin,6,6,1928,GasA,Y,SBrkr,11.72,1172,7.41,741,Typ,Detchd,3.42,342,Y,2009,WD,Normal,177000,177
RL,11.103,11103,IR1,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,7.28,728,7.28,728,Typ,Attchd,4.4,440,Y,2007,New,Partial,155835,155.835
RM,6,6000,Reg,AllPub,1Fam,1Story,4,4,1920,GasA,Y,FuseA,9.6,960,0,0,Typ,Detchd,3.08,308,Y,2007,WD,Normal,108500,108.5
RL,20.781,20781,IR2,AllPub,1Fam,1Story,7,7,1968,GasA,Y,SBrkr,21.56,2156,0,0,Typ,Attchd,5.08,508,Y,2006,WD,Normal,262500,262.5
RL,15.306,15306,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,17.76,1776,0,0,Typ,Attchd,7.12,712,Y,2007,New,Partial,283463,283.463
RL,16.196,16196,IR3,AllPub,1Fam,1Story,7,5,1998,GasA,Y,SBrkr,14.94,1494,0,0,Typ,Attchd,5.14,514,Y,2007,WD,Normal,215000,215
RM,5.25,5250,Reg,AllPub,1Fam,2Story,8,5,1872,OthW,N,SBrkr,9.38,938,12.15,1215,Typ,NA,0,0,Y,2008,WD,Normal,122000,122
RL,11.643,11643,Reg,AllPub,Duplex,2Story,5,5,1969,GasA,Y,SBrkr,13.38,1338,12.96,1296,Typ,Detchd,9.68,968,Y,2009,WD,Normal,200000,200
RL,9.247,9247,IR1,AllPub,1Fam,2Story,6,6,1962,GasA,Y,SBrkr,8.58,858,8.58,858,Typ,Attchd,4.9,490,Y,2008,WD,Normal,171000,171
RM,6,6000,Reg,AllPub,1Fam,1.5Fin,6,9,1937,GasA,Y,SBrkr,7.86,786,3.9,390,Typ,Detchd,6.24,624,N,2009,WD,Normal,134900,134.9
RL,14.72,14720,IR1,AllPub,1Fam,1.5Fin,8,5,1995,GasA,Y,SBrkr,20.53,2053,11.85,1185,Typ,Attchd,6.66,666,Y,2010,WD,Normal,410000,410
RL,10.316,10316,IR1,AllPub,1Fam,2Story,7,5,2000,GasA,Y,SBrkr,9.92,992,8.73,873,Typ,Attchd,8.39,839,Y,2008,WD,Normal,235000,235
RL,10.192,10192,IR1,AllPub,1Fam,SLvl,7,6,1968,GasA,Y,SBrkr,12.22,1222,6.98,698,Typ,Attchd,4.87,487,Y,2006,WD,Normal,170000,170
RL,9.477,9477,Reg,AllPub,1Fam,1Story,5,5,1966,GasA,Y,SBrkr,8.92,892,0,0,Typ,Attchd,2.64,264,Y,2008,WD,Normal,110000,110
RL,12.537,12537,IR1,AllPub,1Fam,1Story,5,6,1971,GasA,Y,SBrkr,10.78,1078,0,0,Typ,Attchd,5,500,Y,2010,WD,Normal,149900,149.9
FV,2.117,2117,Reg,AllPub,Twnhs,2Story,6,5,2000,GasA,Y,SBrkr,7.69,769,8.04,804,Typ,Detchd,4.4,440,Y,2010,WD,Normal,177500,177.5
RL,16.737,16737,Reg,AllPub,1Fam,1Story,9,5,2004,GasA,Y,SBrkr,19.8,1980,0,0,Typ,Attchd,7.7,770,Y,2006,WD,Normal,315000,315
RL,9.842,9842,Reg,AllPub,1Fam,2Story,5,6,1921,GasA,Y,SBrkr,9.9,990,16.11,1611,Typ,BuiltIn,6.21,621,Y,2008,WD,Normal,189000,189
RL,16.158,16158,IR1,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,15.3,1530,0,0,Typ,Attchd,4.3,430,Y,2009,WD,Normal,260000,260
RL,12.513,12513,IR1,AllPub,1Fam,1.5Fin,4,4,1920,GasA,Y,SBrkr,12.81,1281,4.57,457,Typ,Attchd,3.68,368,Y,2009,WD,Normal,104900,104.9
RL,8.499,8499,IR1,AllPub,1Fam,2Story,6,5,2006,GasA,Y,SBrkr,6.16,616,7.96,796,Typ,BuiltIn,4.32,432,Y,2007,New,Partial,156932,156.932
FV,3.18,3180,Reg,AllPub,TwnhsE,2Story,7,5,2005,GasA,Y,SBrkr,5.2,520,6,600,Typ,Detchd,4.8,480,Y,2006,WD,Abnorml,144152,144.152
FV,7.5,7500,Reg,AllPub,1Fam,2Story,7,5,2000,GasA,Y,SBrkr,8.14,814,8.6,860,Typ,Attchd,6.63,663,Y,2010,WD,Normal,216000,216
RL,9.179,9179,IR1,AllPub,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,8.82,882,9.08,908,Typ,Attchd,5.88,588,Y,2008,WD,Abnorml,193000,193
RM,2.665,2665,Reg,AllPub,TwnhsE,2Story,5,6,1977,GasA,Y,SBrkr,9.25,925,5.5,550,Typ,Attchd,3.36,336,Y,2006,WD,Normal,127000,127
RM,4.435,4435,Reg,AllPub,TwnhsE,1Story,6,5,2003,GasA,Y,SBrkr,8.48,848,0,0,Typ,Attchd,4.2,420,Y,2009,WD,Normal,144000,144
RL,10.635,10635,IR2,AllPub,1Fam,1Story,8,5,2003,GasA,Y,SBrkr,16.68,1668,0,0,Typ,Attchd,5.02,502,Y,2010,WD,Normal,232000,232
RL,5.4,5400,Reg,AllPub,1Fam,1.5Fin,4,6,1920,GasA,Y,SBrkr,8.4,840,5.34,534,Typ,Detchd,3.38,338,Y,2009,WD,Normal,105000,105
RL,9.6,9600,Reg,AllPub,1Fam,SLvl,6,6,1955,GasA,Y,SBrkr,16.61,1661,0,0,Typ,BuiltIn,3.77,377,Y,2008,WD,Normal,165500,165.5
RL,9.75,9750,Reg,AllPub,1Fam,2Story,7,6,1998,GasA,Y,SBrkr,11.08,1108,9.89,989,Typ,Detchd,5.83,583,Y,2006,WD,Normal,274300,274.3
RL,11.4,11400,Reg,AllPub,1Fam,1Story,10,5,2001,GasA,Y,SBrkr,26.33,2633,0,0,Typ,Attchd,8.04,804,Y,2007,WD,Normal,466500,466.5
FV,10.625,10625,Reg,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,10.26,1026,9.32,932,Typ,Attchd,9.36,936,Y,2008,WD,Normal,250000,250
RL,10.991,10991,IR1,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,15.71,1571,0,0,Typ,Attchd,7.22,722,Y,2007,New,Partial,239000,239
RL,6.292,6292,Reg,AllPub,1Fam,1Story,6,5,1930,GasA,N,SBrkr,7.9,790,0,0,Typ,Detchd,1.6,160,Y,2008,WD,Normal,91000,91
RL,10.998,10998,Reg,AllPub,1Fam,1.5Fin,5,5,1941,GasA,Y,SBrkr,9.84,984,6.2,620,Min2,Detchd,6.6,660,Y,2009,WD,Normal,117000,117
RM,1.953,1953,Reg,AllPub,Twnhs,2Story,6,5,1973,GasA,Y,SBrkr,4.83,483,5.04,504,Typ,Detchd,2.64,264,Y,2006,WD,Normal,83000,83
RL,9.735,9735,Reg,AllPub,1Fam,SLvl,5,5,2006,GasA,Y,NA,7.54,754,6.4,640,Typ,BuiltIn,4,400,Y,2008,WD,Normal,167500,167.5
RL,8.212,8212,Reg,AllPub,1Fam,1Story,3,3,1914,GasA,N,FuseF,8.64,864,0,0,Typ,Detchd,2,200,Y,2010,WD,Normal,58500,58.5
RL,12.925,12925,IR1,AllPub,1Fam,1Story,6,7,1970,GasA,Y,SBrkr,21.17,2117,0,0,Typ,Attchd,5.5,550,Y,2008,WD,Normal,237500,237.5
RM,7.2,7200,Reg,AllPub,1Fam,2Story,7,7,1920,GasA,Y,SBrkr,9.98,998,7.64,764,Typ,Detchd,5.76,576,N,2006,WD,Normal,157000,157
RL,25.339,25339,Reg,AllPub,1Fam,1Story,5,7,1918,GasA,Y,SBrkr,14.16,1416,0,0,Typ,Attchd,5.76,576,N,2007,WD,Normal,112000,112
RL,9.06,9060,Reg,AllPub,1Fam,1.5Fin,6,5,1939,GasA,Y,SBrkr,6.98,698,5.6,560,Typ,Detchd,2.8,280,P,2009,WD,Normal,105000,105
RM,5.436,5436,Reg,AllPub,1Fam,1.5Fin,4,8,1922,GasA,Y,SBrkr,7.96,796,3.58,358,Typ,Detchd,2.4,240,N,2010,WD,Normal,125500,125.5
RL,16.692,16692,IR1,AllPub,1Fam,2Story,7,5,1978,GasA,Y,SBrkr,13.92,1392,13.92,1392,Typ,Attchd,5.64,564,Y,2006,WD,Normal,250000,250
RM,8.52,8520,Reg,AllPub,1Fam,1.5Fin,6,7,1916,GasW,N,SBrkr,16.64,1664,8.62,862,Typ,Detchd,2.16,216,Y,2007,CWD,Family,136000,136
RL,14.892,14892,IR1,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,17.46,1746,0,0,Typ,Attchd,7.58,758,Y,2009,WD,Normal,377500,377.5
RM,6,6000,Reg,AllPub,1Fam,1.5Fin,6,6,1941,GasA,Y,SBrkr,8.69,869,3.49,349,Typ,Detchd,4.4,440,Y,2007,WD,Normal,131000,131
